index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date,Location
1437,27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND C,4064477900,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"3687 VETERANS DRIVE
FORT HARRISON, MT
(46.61772, -112.10197)"
1438,29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,7753281263,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,321,366,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"975 KIRMAN AVENUE
RENO, NV
(39.516208, -119.798481)"
1439,03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313,YAVAPAI,9284454860,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,48,300,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"500 HIGHWAY 89 NORTH
PRESCOTT, AZ
(34.55076, -112.450736)"
1440,06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1055 CLERMONT STREET
DENVER, CO
(39.731905, -104.935149)"
1441,04010F,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,LITTLE ROCK,AR,72205,PULASKI,5012571000,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,82,575,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"4300 WEST SEVENTH STREET
LITTLE ROCK, AR
(34.744875, -92.320904)"
1442,13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,75,298,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"500 W. FORT STREET
BOISE, ID
(43.619209, -116.194781)"
1443,04009F,FAYETTEVILLE AR VA MEDICAL CENTER,1100 N. COLLEGE AVENUE,FAYETTEVILLE,AR,72703,WASHINGTON,4794445058,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1100 N. COLLEGE AVENUE
FAYETTEVILLE, AR
(36.174211, -94.139024)"
1444,06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1055 CLERMONT STREET
DENVER, CO
(39.731905, -104.935149)"
1445,05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,8003828387,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,397,511,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"10535 HOSPITAL WAY
MATHER, CA
(38.572349, -121.296106)"
1446,05025F,FRESNO VA MEDICAL CENTER - VA CENTRAL CALIFORNIA,2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,5592285338,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"2615 E. CLINTON AVENUE
FRESNO, CA
(36.772278, -119.780173)"
1447,19048F,OVERTON BROOKS VA MEDICAL CENTER - SHREVEPORT,510 EAST STONER AVENUE,SHREVEPORT,LA,71101,CADDO,3184246037,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"510 EAST STONER AVENUE
SHREVEPORT, LA
(32.499989, -93.722414)"
1448,50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"4815 N. ASSEMBLY STREET
SPOKANE, WA
(47.702535, -117.475567)"
1449,43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,6053472511,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"113 COMANCHE ROAD
FORT MEADE, SD
(44.412816, -103.478243)"
1450,27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND C,4064477900,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,88,258,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"3687 VETERANS DRIVE
FORT HARRISON, MT
(46.61772, -112.10197)"
1451,16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,5156995999,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"3600 30TH STREET
DES MOINES, IA
(41.627753, -93.658733)"
1452,16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,3193380581,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"601 HIGHWAY 6 WEST
IOWA CITY, IA
(41.664557, -91.547615)"
1453,50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"4815 N. ASSEMBLY STREET
SPOKANE, WA
(47.702535, -117.475567)"
1454,27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND C,4064477900,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,130,265,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"3687 VETERANS DRIVE
FORT HARRISON, MT
(46.61772, -112.10197)"
1455,05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,5628268000,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"5901 E. SEVENTH STREET
LONG BEACH, CA
(33.776172, -118.118925)"
1456,03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"3601 SOUTH SIXTH AVENUE
TUCSON, AZ
(32.181434, -110.968281)"
1457,53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1898 FORT ROAD
SHERIDAN, WY
(44.829532, -106.988868)"
1458,45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,7137947100,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,171,619,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"2002 HOLCOMBE BLVD.
HOUSTON, TX
(29.706565, -95.388512)"
1459,37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,203,599,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"921 NE 13TH STREET
OKLAHOMA CITY, OK
(35.482408, -97.495568)"
1460,03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313,YAVAPAI,9284454860,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,2,1 - The number of cases/patients is too few to report.,4/1/2016,3/31/2017,"500 HIGHWAY 89 NORTH
PRESCOTT, AZ
(34.55076, -112.450736)"
1461,43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,6053472511,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,184,121,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"113 COMANCHE ROAD
FORT MEADE, SD
(44.412816, -103.478243)"
1462,53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,165,312,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"2360 E. PERSHING BLVD.
CHEYENNE, WY
(41.1457, -104.785544)"
1463,45066F,DALLAS VA MEDICAL CENTER - VA NORTH TEXAS,4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,2147428387,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,79,607,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"4500 S. LANCASTER ROAD
DALLAS, TX
(32.694165, -96.792971)"
1464,05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCIS,4152214810,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"4150 CLEMENT STREET
SAN FRANCISCO, CA
(37.781135, -122.503917)"
1465,05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,6508583939,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"3801 MIRANDA AVENUE
PALO ALTO, CA
(37.402799, -122.141679)"
1466,05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,8003828387,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,278,511,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"10535 HOSPITAL WAY
MATHER, CA
(38.572349, -121.296106)"
1467,25043F,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER JACKSON,1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,6013624471,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1500 E. WOODROW WILSON DRIVE
JACKSON, MS
(32.326806, -90.168612)"
1468,45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,8063559703,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,2,1 - The number of cases/patients is too few to report.,4/1/2016,3/31/2017,"6010 AMARILLO BLVD. WEST
AMARILLO, TX
(35.203175, -101.905207)"
1469,46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"500 FOOTHILL BLVD.
SALT LAKE CITY, UT
(40.758438, -111.841375)"
1470,03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313,YAVAPAI,9284454860,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"500 HIGHWAY 89 NORTH
PRESCOTT, AZ
(34.55076, -112.450736)"
1471,43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,6053363230,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"2501 WEST 22ND STREET
SIOUX FALLS, SD
(43.533064, -96.756786)"
1472,16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,3193380581,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,105,200,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"601 HIGHWAY 6 WEST
IOWA CITY, IA
(41.664557, -91.547615)"
1473,03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"3601 SOUTH SIXTH AVENUE
TUCSON, AZ
(32.181434, -110.968281)"
1474,03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"3601 SOUTH SIXTH AVENUE
TUCSON, AZ
(32.181434, -110.968281)"
1475,25043F,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER JACKSON,1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,6013624471,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1500 E. WOODROW WILSON DRIVE
JACKSON, MS
(32.326806, -90.168612)"
1476,24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,3202521670,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"4801 VETERANS DRIVE
ST. CLOUD, MN
(45.567582, -94.217341)"
1477,16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,3193380581,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,88,335,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"601 HIGHWAY 6 WEST
IOWA CITY, IA
(41.664557, -91.547615)"
1478,25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,2285235000,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"400 VETERANS AVENUE
BILOXI, MS
(30.410716, -88.946928)"
1479,14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"2401 WEST MAIN
MARION, IL
(37.729791, -88.957218)"
1480,19048F,OVERTON BROOKS VA MEDICAL CENTER - SHREVEPORT,510 EAST STONER AVENUE,SHREVEPORT,LA,71101,CADDO,3184246037,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,285,413,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"510 EAST STONER AVENUE
SHREVEPORT, LA
(32.499989, -93.722414)"
1481,29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,7753281263,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,97,312,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"975 KIRMAN AVENUE
RENO, NV
(39.516208, -119.798481)"
1482,06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"2121 N. AVENUE
GRAND JUNCTION, CO
(39.077321, -108.54079)"
1483,05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,6508583939,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,3,1 - The number of cases/patients is too few to report. 3 - Results are based on a shorter time period than required.,4/1/2016,3/31/2017,"3801 MIRANDA AVENUE
PALO ALTO, CA
(37.402799, -122.141679)"
1484,50030F,SEATTLE VA MEDICAL CENTER - VA PUGIT SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1660 S. COLUMBIAN WAY
SEATTLE, WA
(47.561986, -122.311032)"
1485,03012F,PHOENIX VA MEDICAL CENTER,650 E. INDIAN SCHOOL ROAD,PHOENIX,AZ,85012,MARICOPA,6022226444,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"650 E. INDIAN SCHOOL ROAD
PHOENIX, AZ
(33.494745, -112.066121)"
1486,45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,8063559703,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,1,1 - The number of cases/patients is too few to report.,4/1/2016,3/31/2017,"6010 AMARILLO BLVD. WEST
AMARILLO, TX
(35.203175, -101.905207)"
1487,05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARD,9098257084,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"11201 BENTON STREET
LOMA LINDA, CA
(34.050282, -117.252416)"
1488,25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,2285235000,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"400 VETERANS AVENUE
BILOXI, MS
(30.410716, -88.946928)"
1489,43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,6053472511,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"113 COMANCHE ROAD
FORT MEADE, SD
(44.412816, -103.478243)"
1490,05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCIS,4152214810,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,1,1 - The number of cases/patients is too few to report. 3 - Results are based on a shorter time period than required.,4/1/2016,3/31/2017,"4150 CLEMENT STREET
SAN FRANCISCO, CA
(37.781135, -122.503917)"
1491,43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,6053363230,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,171,262,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"2501 WEST 22ND STREET
SIOUX FALLS, SD
(43.533064, -96.756786)"
1492,13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,161,306,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"500 W. FORT STREET
BOISE, ID
(43.619209, -116.194781)"
1493,32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,5052562889,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1501 SAN PEDRO DRIVE SE
ALBUQUERQUE, NM
(35.054456, -106.577661)"
1494,06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,180,351,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"2121 N. AVENUE
GRAND JUNCTION, CO
(39.077321, -108.54079)"
1495,26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS,3146524100,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,13,16,,4/1/2016,3/31/2017,"915 NORTH GRAND
ST. LOUIS, MO
(38.641448, -90.229852)"
1496,16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,3193380581,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"601 HIGHWAY 6 WEST
IOWA CITY, IA
(41.664557, -91.547615)"
1497,26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1500 N. WESTWOOD BLVD.
POPLAR BLUFF, MO
(36.771441, -90.417899)"
1498,19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,3184730010,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"2495 SHREVEPORT HIGHWAY 71 N
PINEVILLE, LA
(31.355959, -92.434675)"
1499,17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"2200 SW GAGE BOULEVARD
TOPEKA, KS
(39.027448, -95.724956)"
1500,53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1898 FORT ROAD
SHERIDAN, WY
(44.829532, -106.988868)"
1501,05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,5628268000,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"5901 E. SEVENTH STREET
LONG BEACH, CA
(33.776172, -118.118925)"
1502,03012F,PHOENIX VA MEDICAL CENTER,650 E. INDIAN SCHOOL ROAD,PHOENIX,AZ,85012,MARICOPA,6022226444,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"650 E. INDIAN SCHOOL ROAD
PHOENIX, AZ
(33.494745, -112.066121)"
1503,45086F,TEMPLE VA MEDICAL CENTER - VA CENTRAL TEXAS,1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,2547784811,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,269,588,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"1901 VETERANS MEMORIAL DRIVE
TEMPLE, TX
(31.077985, -97.349105)"
1504,53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,7,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"2360 E. PERSHING BLVD.
CHEYENNE, WY
(41.1457, -104.785544)"
1505,24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,3202521670,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"4801 VETERANS DRIVE
ST. CLOUD, MN
(45.567582, -94.217341)"
1506,29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,7027919024,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"6900 NORTH PECOS ROAD
N. LAS VEGAS, NV
(36.284964, -115.094049)"
1507,43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,6053472511,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,1,1 - The number of cases/patients is too few to report. 3 - Results are based on a shorter time period than required.,4/1/2016,3/31/2017,"113 COMANCHE ROAD
FORT MEADE, SD
(44.412816, -103.478243)"
